0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"[10155684, 10157675]","[17147799, 17148534]","[7737925, 7740166]","[20603462, 20610011]","[9755421, 9782115]","[21262432, 21266399]","[13816049, 13819551]",,"[11657374, 11660745]","[23284080, 23288651]","[11396122, 11569920]",,"[7404403, 7405236]","[12576855, 12578700]","[10523401, 10524335]",,"[2638788, 2639949]","[6671052, 6671404]","[15986929, 15990238]",,"[8847692, 8963722]","[20928082, 21431912]","[8451024, 8487998]",,"[7504964, 7509387]","[17107909, 17109773]","[22674475, 22935102]",,"[14603637, 14605473]",,"[6729764, 6733171]",,"[2073322, 2078695]","[15497348, 15498308]"
"[10167344, 10168704]","[17149495, 17417856]","[7748317, 7748915]","[20611838, 20614541]","[9783756, 9785545]","[21266946, 21412816]","[13820624, 13823432]",,"[11717346, 11720646]","[23289786, 23291954]","[11639227, 11643228]",,"[7407054, 7412311]","[12580718, 12581245]","[10529213, 10532380]",,"[2641406, 2644326]","[6683020, 6683307]","[15992241, 16002963]",,"[8966754, 8973956]","[21435648, 21467911]","[8500126, 8502221]",,"[7517981, 7536674]","[17110839, 17113315]","[22936346, 23306688]",,"[14606768, 14655109]",,"[6743279, 6743773]",,"[2079232, 2118148]","[15500586, 15537380]"
"[10171013, 10172199]","[17419673, 17429159]","[7771297, 7785331]","[20615111, 20618893]","[9786447, 9789058]","[21420811, 21988475]","[13832684, 13833847]",,"[11728222, 11774119]","[23292600, 23297665]","[11644044, 11655404]",,"[7412935, 7417786]","[12611689, 12612919]","[10533986, 10535885]",,"[2645662, 2646423]","[6693140, 6693492]","[16015049, 16020038]",,"[8978014, 9043287]","[21468572, 21988290]","[8530185, 8535648]",,"[7537978, 7546154]","[17115248, 17116032]","[23309460, 23312478]",,"[14683202, 15295576]",,"[6764820, 6790993]",,"[2118706, 2126668]","[15537619, 15541957]"
"[10181002, 10181600]","[17434053, 17438858]","[7790345, 7798058]","[20619457, 20847711]","[9789573, 9932636]","[21989567, 22007327]","[13835107, 13840040]",,"[11777197, 11840433]","[23298404, 23301141]","[11656191, 11656778]",,"[7421317, 7424934]","[12649510, 12659014]","[10546540, 10549885]",,"[2647944, 2656869]","[6702514, 6704100]","[16027340, 16254731]",,"[9045461, 9049378]","[21989567, 22007327]","[8538040, 8540014]",,"[7547799, 7567631]","[17123296, 17126486]","[23326370, 23374160]",,"[15296705, 15340557]",,"[6793066, 6818915]",,"[2127210, 2131390]","[15543933, 15549780]"
"[10182108, 10237979]","[17440031, 17442370]","[7812253, 7843268]","[20868336, 20881610]","[9935164, 9954743]","[22009819, 22010995]","[13850429, 13857560]",,"[11841364, 11949511]","[23301755, 23303765]","[11657387, 11660729]",,"[7425483, 7426313]","[12666436, 12667653]","[10564261, 10566291]",,"[2657570, 2663383]","[6707391, 6707664]","[16256907, 16338769]",,"[9052562, 9060656]","[22009819, 22428703]","[8672674, 8674391]",,"[7569966, 7594796]","[17128013, 17129230]","[23375665, 23391228]",,"[15341767, 15401437]",,"[6830984, 6907265]",,"[2131934, 2198847]","[15552750, 15675546]"
"[10242662, 10434444]","[17446238, 17871884]","[7844173, 7869293]","[20882467, 20890301]","[9963342, 9977016]","[22014698, 22019880]","[13876128, 13888867]",,"[11953166, 11978162]","[23306247, 23306973]","[11714000, 11774126]",,"[7430039, 7431946]","[12677798, 12796257]","[10583658, 10585239]",,"[2663890, 2664898]","[6720203, 6739599]","[16346887, 16612880]",,"[9073894, 9754018]","[22450456, 22542336]","[8691534, 8692591]",,"[7597012, 7610447]","[17129854, 17130991]","[23394840, 23633475]",,"[15403971, 15442584]",,"[6908036, 6908814]",,"[2199952, 2401533]","[15675793, 15677046]"
"[10437595, 10704753]","[17875560, 18219333]","[7869992, 7873523]","[20893814, 20896661]","[9982653, 10023727]","[22023958, 22025647]","[13891930, 13956202]",,"[11981199, 11987046]","[23310439, 23312751]","[11776397, 11840007]",,"[7432660, 7441085]","[12802982, 13819551]","[10595621, 10600541]",,"[2667084, 2673968]","[6742159, 6743732]","[16616318, 16722252]",,"[9754557, 9772362]","[22555817, 22556749]","[8706183, 8709266]",,"[7621999, 7686380]","[17131491, 17133360]","[23635901, 24340840]",,"[15522133, 15523365]",,"[6917712, 7170221]",,"[2403432, 2405172]","[15677507, 16352995]"
"[10709842, 10713288]","[18235587, 18260801]","[7882786, 7891034]","[20897664, 20898215]","[10025307, 10037920]","[22030813, 22432024]","[13956722, 14108140]",,"[11988675, 12024702]","[23322381, 23323247]","[11842963, 11844345]",,"[7451702, 7456972]","[13822197, 13838207]","[10602163, 10606874]",,"[2674662, 2680750]","[6750857, 6791139]","[16725158, 16729573]",,"[9774329, 9782985]","[22557806, 22559102]","[8728707, 8822761]",,"[7691017, 7695326]","[17134371, 17137663]",,,"[15528000, 15534568]",,"[7170880, 7785332]",,"[2418876, 2420893]","[16353248, 16361440]"
"[10719874, 10761750]","[18261854, 18265842]","[7893176, 7896934]","[20899576, 20912901]","[10045013, 10096929]","[22435477, 22436278]","[14109251, 14135349]",,"[12026467, 12135226]","[23326373, 23328878]","[11847514, 11949519]",,"[7463842, 7465082]","[13847015, 13896420]","[10608284, 10611670]",,"[2681111, 2692967]","[6793070, 6834839]","[16734635, 16736063]",,"[9784151, 9789041]","[22568078, 22574988]","[8826908, 8829540]",,"[7707443, 7719432]","[17140834, 17142752]",,,"[15569371, 15571560]",,"[7790314, 7798135]",,"[2424421, 2426612]","[16362176, 16364896]"
"[10763850, 10790210]","[18267088, 18274610]","[7902087, 7972691]","[20914906, 20915927]","[10136684, 10141016]","[22437688, 22438986]","[14136737, 14142675]",,"[12136564, 12150607]","[23329700, 23331208]","[11953023, 12051632]",,"[7489295, 7492148]","[13937303, 13937890]","[10637968, 10642987]",,"[2693842, 2700095]","[6835066, 6859737]","[16738994, 16772132]",,"[9789573, 9810092]","[22577618, 23010685]","[8838056, 8839697]",,"[7724255, 7726474]","[17144965, 17145593]",,,"[15582502, 15625537]",,"[7812377, 7869293]",,"[2429456, 2435803]","[16365539, 16382699]"
"[10791782, 10797518]","[18284355, 18286233]","[7991513, 8189756]","[20917109, 20918433]","[10149695, 10157886]","[22450444, 22452247]","[14149509, 14263145]",,"[12152016, 12419003]","[23331792, 23333019]","[12056868, 12058809]",,"[7493057, 7493597]","[13938834, 13940712]","[10658557, 10662634]",,"[2700677, 2700863]","[6861954, 6862340]","[16776516, 16810992]",,"[9810688, 9932636]","[23011427, 23404114]","[8848291, 8896231]",,"[7743441, 7816850]","[17147799, 17148534]",,,"[15644052, 15648020]",,"[7869991, 8237155]",,"[2437836, 2439410]","[16383096, 16384277]"
"[10798918, 10810785]","[18288802, 18318832]","[8192688, 8195371]","[20919188, 20919828]","[10165988, 10168704]","[22453185, 22670386]","[14270114, 14303270]",,"[12451620, 12659009]","[23334119, 23336419]","[12072676, 12074774]",,"[7495139, 7500706]","[13944817, 13945545]","[10680923, 10684624]",,"[2705081, 2709273]","[6862602, 6863012]","[16853000, 16857337]",,"[9933708, 9934378]","[23535781, 23786963]","[8897275, 8963721]",,"[7835471, 7843268]","[17149491, 17150792]",,,"[15651715, 15768841]",,"[8245906, 8444318]",,"[2439913, 2546056]","[16384631, 16385340]"
"[10829835, 10836844]","[18335642, 18337390]","[8220856, 8444318]","[20921417, 20929161]","[10180781, 10434470]","[22671050, 23474541]","[14305392, 14306613]",,"[12701021, 12772978]","[23338037, 23338543]","[12078215, 12368684]",,"[7501210, 7502507]","[13946557, 13948328]","[10695880, 10704571]",,"[2711006, 2711640]","[6865325, 6865795]","[16860286, 16861424]",,"[9935051, 9954711]","[23788661, 24137410]","[8966513, 8968578]",,"[7844350, 7845876]","[17177826, 17230011]",,,"[15771304, 15890022]",,"[8451903, 8502385]",,"[2547604, 2610977]","[16385889, 16398946]"
"[10846768, 10860067]","[18338867, 18342736]","[8448402, 8499498]","[20930564, 20931692]","[10437595, 10486787]","[23599502, 23722719]","[14307637, 14314267]",,"[12775012, 12837764]","[23340509, 23368702]","[12385232, 12419006]",,"[7505053, 7509387]","[13949830, 13961450]","[10705846, 10713546]",,"[2715357, 2715965]","[6867764, 6868093]","[16879801, 17417863]",,"[9963297, 10022574]","[24137918, 24160154]","[8976322, 9043594]",,"[7849065, 7860357]","[17237373, 17238134]",,,"[15898781, 15904236]",,"[8648388, 8829621]",,"[2611510, 2803310]","[16399301, 16699219]"
"[10861024, 10881125]","[18349019, 20065812]","[8500144, 8502258]","[20934426, 20935867]","[10529237, 10532516]","[23725466, 24148920]","[14315122, 14328372]",,"[12839206, 12975581]","[23369405, 23370099]","[12451657, 12481533]",,"[7514844, 7515858]","[13963041, 13964580]","[10718189, 10815006]",,"[2716359, 2723203]","[6870458, 6870905]","[17419417, 17563610]",,"[10025276, 10034471]","[24160758, 24309125]","[9045439, 9049427]",,"[7861639, 7869173]","[17257301, 17563608]",,,"[15921170, 15952569]",,"[8846979, 8851814]",,"[2805092, 2807290]","[16700012, 16726040]"
"[10889121, 10916681]","[20067083, 20076682]","[8637618, 8656114]","[20938926, 20940720]","[10533986, 10535883]","[24161217, 24309107]","[14329840, 14435978]",,"[12978298, 13049968]","[23372028, 23373880]","[12495072, 12504020]",,"[7517992, 7536738]","[13965333, 13965968]","[10818127, 10908552]",,"[2723776, 2724781]","[6873865, 6874568]","[17587151, 17589098]",,"[10036152, 10096908]","[24311353, 24322615]","[9051826, 9060656]",,"[7881846, 8051507]","[17600091, 17600661]",,,"[15958180, 15967541]",,"[8853466, 8964629]",,"[2809814, 2813349]","[16726320, 16755585]"
"[10918008, 10941307]","[20077639, 20745056]","[8682025, 8686275]","[20941911, 21134715]","[10546543, 10549990]","[24311359, 24327361]","[14499104, 14775453]",,"[13052629, 13209803]","[23375636, 23378010]","[12505059, 12520301]",,"[7537947, 7546156]","[13966534, 13972832]","[10916525, 10941406]",,"[2726486, 2726884]","[6876417, 6876832]","[17597526, 17600788]",,"[10115381, 10134155]","[24325018, 24325934]","[9073249, 9223283]",,"[8055049, 8197467]","[17693502, 17815739]",,,"[15986929, 15990456]",,"[8966714, 8968730]",,"[2814244, 2814913]","[16755859, 16763357]"
"[10942694, 10946318]","[20746384, 20758305]","[8705574, 8718699]","[21192075, 21192717]","[10564101, 10565176]","[24329543, 24331489]","[14779176, 14978507]",,"[13212414, 13678065]","[23378903, 23384609]","[12525138, 12534920]",,"[7548268, 7554325]","[13973336, 14014316]","[10948870, 10956895]",,"[2727497, 2729476]","[6877123, 6877675]","[17609962, 17685914]",,"[10136507, 10240395]","[24326553, 24327125]","[9224458, 9245410]",,"[8225120, 8232886]","[17817639, 17826824]",,,"[15992215, 16197795]",,"[8970317, 8985274]",,"[2815572, 2889723]","[16763656, 16764738]"
"[10947262, 10955065]","[20761636, 20772420]","[8723378, 8724238]","[21204558, 21205212]","[10583693, 10585180]","[24332344, 24337044]","[14995372, 15042785]",,"[13691461, 13721456]","[23387581, 24258251]","[12540329, 12544217]",,"[7555684, 7594825]","[14025758, 14026283]","[10964974, 11029083]",,"[2729858, 2730925]","[6878448, 6879155]","[17693539, 17736169]",,"[10242662, 10434467]","[24329549, 24331524]","[9257658, 9753370]",,"[8234177, 8237181]","[17827339, 17844374]",,,"[16199806, 16229793]",,"[8986240, 8989949]",,"[2890876, 3081898]","[16765421, 16885399]"
"[10965056, 11001031]","[20790295, 20919851]","[8728706, 8758957]","[21210239, 21211488]","[10595621, 10598574]",,"[15047227, 15251517]",,"[13725493, 13728607]","[24258773, 24340840]","[12581020, 12582954]",,"[7596988, 7610300]","[14029403, 14030463]","[11037373, 11060185]",,"[2733907, 2736265]","[6882338, 6882901]","[17739076, 17797226]",,"[10437595, 10458202]","[24332427, 24337067]","[9754592, 9781057]",,"[8246921, 8444318]","[17844978, 17871785]",,,"[16232118, 16596971]",,"[8991694, 9223318]",,"[3082312, 3165507]","[16885655, 17090858]"
"[11005672, 11059556]","[20921417, 20954478]","[8764286, 8822761]","[21218852, 21220266]","[10602333, 10606923]",,"[15252701, 15280063]",,"[13736646, 13741795]",,"[12631154, 12659001]",,"[7621999, 7695256]","[14038070, 14039870]","[11083369, 11115955]",,"[2739545, 2741891]","[6884504, 6884749]","[17798590, 17815868]",,"[10469029, 10471793]",,"[9786353, 9788499]",,"[8500146, 8504504]","[17875900, 17881650]",,,"[16599425, 16611735]",,"[9224820, 9245406]",,"[3166021, 3178811]","[17099074, 17099598]"
"[11070435, 11103472]","[20976417, 21439724]","[8825789, 8833142]","[21231855, 21232561]","[10608286, 10611670]",,"[15282491, 15295576]",,"[13752389, 13772967]",,"[12665721, 12667868]",,"[7720484, 7723908]","[14045507, 14047623]","[11127790, 11188447]",,"[2746692, 2748651]","[6887845, 6888195]","[17816870, 17871777]",,"[10527993, 10529526]",,"[9805935, 9811809]",,"[8654154, 8669774]","[17882957, 17884707]",,,"[16616344, 16647478]",,"[9260617, 9745261]",,"[3179437, 3181022]","[17101706, 17103450]"
"[11118931, 11205336]","[21441774, 21467911]","[8838056, 8839660]","[21233675, 21443285]","[10637968, 10642988]",,"[15296620, 15326041]",,"[13775282, 13776338]",,"[12690330, 12691354]",,"[7737861, 7740103]","[14048330, 14049154]","[11200865, 11202559]",,"[2751214, 2760683]","[6889525, 6889912]","[17875885, 18219398]",,"[10533434, 10537077]",,"[9821351, 9864335]",,"[8672761, 8674205]","[17888120, 17891798]",,,"[16648765, 16722663]",,"[9747049, 9751412]",,"[3181688, 3198463]","[17105015, 17105629]"
"[11208611, 11380669]","[21468669, 22091673]","[8844681, 8916824]","[21444604, 21694332]","[10653706, 10656686]",,"[15327921, 15340560]",,"[13777068, 13778899]",,"[12701083, 12747371]",,"[7747684, 7755820]","[14050426, 14435978]","[11208747, 11210068]",,"[2763762, 2765599]","[6891637, 6892045]","[18229225, 18233963]",,"[10577345, 10583751]",,"[9878700, 9954257]",,"[8675270, 8676375]","[17894561, 18219330]",,,"[16725462, 16730564]",,"[9754650, 9763724]",,"[3199150, 3628211]","[17105995, 17107356]"
"[11422204, 11614091]","[22092481, 22195851]","[8925528, 8966191]","[21705054, 21988290]","[10658648, 10662626]",,"[15341767, 15346001]",,"[13785729, 13808442]",,"[12747938, 12771016]",,"[7763919, 7816805]","[14499104, 14548780]","[11232603, 11241487]",,"[2768075, 2770454]","[6892508, 6893888]","[18236032, 18490172]",,"[10585736, 10587414]",,"[9959348, 9977026]",,"[8681639, 8685140]","[18236011, 18535209]",,,"[16734640, 16736063]",,"[9764592, 9781565]",,"[3629866, 3631814]","[17107909, 17109773]"
"[11616293, 11619394]","[22197570, 22432010]","[8967014, 8968943]","[21989567, 22007327]","[10680951, 10684590]",,"[15347330, 15400884]",,"[13816049, 13819551]",,"[12775035, 12795770]",,"[7840642, 7842524]","[14577458, 14577982]","[11244512, 11597042]",,"[2772073, 2784030]","[6894993, 6895335]","[18493239, 18497921]",,"[10601021, 10605040]",,"[9981780, 10038043]",,"[8705574, 8718732]","[18545846, 19128691]",,,"[16739689, 16767628]",,"[9784212, 9926292]",,"[3632580, 3634841]","[17110839, 17113315]"
"[11621365, 11627978]","[22437688, 22438984]","[8971990, 9042968]","[22009819, 22010995]","[10694035, 10704565]",,"[15404584, 15405926]",,"[13822172, 13840307]",,"[12799809, 12812286]",,"[7849721, 7869293]","[14587766, 14589055]","[11599564, 11613188]",,"[2786871, 2788089]","[6895524, 6895707]","[18501429, 18745187]",,"[10613486, 10619796]",,"[10044605, 10055527]",,"[8723358, 8724247]","[19131070, 19131755]",,,"[16776537, 16811000]",,"[9927873, 9971234]",,"[3642276, 3643420]","[17115248, 17116032]"
"[11640838, 11643177]","[22450456, 22452248]","[9046111, 9049263]","[22014698, 22019880]","[10709865, 10713552]",,"[15406915, 15561790]",,"[13850415, 13857830]",,"[12822441, 13044589]",,"[7869991, 7897174]","[14590057, 14590591]","[11633299, 11643284]",,"[2788743, 2789242]","[6901183, 6901421]","[18752102, 18753485]",,"[10631211, 10649479]",,"[10062992, 10114163]",,"[8728707, 8759007]","[19136025, 19138413]",,,"[16816802, 17099816]",,"[9972865, 9976939]",,"[3644511, 3646105]","[17118251, 17118563]"
"[11695518, 11713999]","[22453185, 22467077]","[9051826, 9060640]","[22023946, 22025754]","[10718189, 10790210]",,"[15562943, 15566151]",,"[13877706, 13888172]",,"[13052523, 13066285]",,"[7899281, 7973382]","[14600640, 14644909]","[11645174, 11722778]",,"[2789638, 2798773]","[6902795, 6903227]","[18756027, 18758510]",,"[10651140, 10704590]",,"[10124286, 10131104]",,"[8762398, 8791808]","[19139830, 19755748]",,,"[17101706, 17113346]",,"[9981526, 10038864]",,"[3647141, 3651401]","[17120016, 17120724]"
"[11717346, 11720684]","[22467589, 22542620]","[9073105, 9753777]","[22030813, 22428703]","[10791665, 10792287]",,"[15568084, 15626473]",,"[13891930, 14025749]",,"[13079392, 13084421]",,"[7991452, 8189749]","[14652475, 14653557]","[11730579, 11733982]",,"[2799600, 2802690]","[6903527, 6903824]","[18762044, 18785917]",,"[10705897, 10713546]",,"[10136684, 10138873]",,"[8797360, 8822897]","[19797097, 19800891]",,,"[17119940, 17150798]",,"[10044083, 10048724]",,"[3667958, 3669036]","[17121652, 17121957]"
"[11728253, 11774119]","[22555779, 22556749]","[9754535, 9780625]","[22453348, 22461400]","[10793788, 10797546]",,"[15639836, 15670547]",,"[14026797, 14039665]",,"[13086746, 13096231]",,"[8192711, 8195391]","[14654252, 14655109]","[11741205, 11855819]",,"[2805114, 2806812]","[6904115, 6904866]","[18789479, 19055727]",,"[10718189, 10790210]",,"[10139635, 10140221]",,"[8826932, 8829207]","[19801718, 19819634]",,,"[17177835, 17247718]",,"[10052504, 10055580]",,"[3670263, 3878392]","[17123296, 17123590]"
"[11775872, 12024680]","[22557806, 23004507]","[9782022, 9783077]","[22469360, 22472683]","[10798931, 10814263]",,"[15673019, 15675530]",,"[14040966, 14079693]",,"[13098185, 13105952]",,"[8220681, 8444318]","[14676673, 14677233]","[11859167, 11983770]",,"[2808164, 2808669]","[6906992, 6908033]","[19088877, 19092559]",,"[10793788, 10797546]",,"[10142578, 10144048]",,"[8831970, 8879280]","[19850111, 19876428]",,,"[17257320, 17270924]",,"[10065197, 10096866]",,"[3879157, 3990546]","[17123841, 17125117]"
"[12028278, 12053339]","[23006826, 23010676]","[9783789, 9785378]","[22478772, 22654738]","[10829841, 10836824]",,"[15677503, 15678492]",,"[14082755, 14108160]",,"[13112502, 13133754]",,"[8445302, 8445881]","[14679046, 14679596]","[11987078, 12053298]",,"[2809380, 2811526]","[6908648, 6909238]","[19095258, 19126247]",,"[10798931, 10810785]",,"[10149683, 10152417]",,"[8879986, 8896218]","[19877056, 19885329]",,,"[17275214, 17429522]",,"[10102159, 10105890]",,"[3991217, 4012662]","[17126007, 17126540]"
"[12055738, 12058760]","[23011427, 23474472]","[9806893, 9811851]","[22655238, 22670374]","[10846764, 10860068]",,"[15683781, 15698877]",,"[14109346, 14135378]",,"[13135367, 13145497]",,"[8451937, 8473198]","[14697868, 14710491]","[12065793, 12067778]",,"[2815599, 2816162]","[6909744, 6909949]","[19128161, 19147244]",,"[10829831, 10836845]",,"[10153709, 10154761]",,"[8897270, 8964970]","[19887669, 20065821]",,,"[17434051, 17445964]",,"[10110037, 10112389]",,"[4013152, 4035375]","[17128013, 17128443]"
"[12065093, 12087788]","[23557274, 23564485]","[9824258, 9864727]","[22671021, 23010418]","[10861013, 10881125]",,"[15699988, 15823134]",,"[14136708, 14142675]",,"[13166842, 13176165]",,"[8500156, 8502222]","[14711650, 14712248]","[12078193, 12157414]",,"[2816990, 2817357]","[6912408, 6912837]","[19152676, 19789483]",,"[10846762, 10860274]",,"[10155557, 10157675]",,"[8966520, 9091143]","[20067083, 20191837]",,,"[17448609, 17467632]",,"[10124078, 10131104]",,"[4035816, 4037587]","[17128768, 17129230]"
